Id,Label
9904059,Fermionic representations for characters of M(3;t); M(4;5); M(5;6) and
9904103,Formulas for A_n and B_n-solutions of WDVV equations
9903253,Chiral symmetry breaking as a consequence of nontrivial spatial topology
9904069,Tachyon-free Orientifolds of Type 0B Strings in Various Dimensions
9903256,Remarks on the Atiyah-Hitchin metric
9903179,Quantum Electrodynamics with the Pauli Term
9903239,Finite Field Theory on Noncommutative Geometries
9904211,Type I on (Generalized) Voisin-Borcea Orbifolds and Non-perturbative
9904174,Bogomol'nyi Equations for Einstein-Yang-Mills-Dilaton theory
9903183,Monopoles and Harmonic Maps
9904037,Lorentz and CPT Violating Chern-Simons Term in the Formulation of
9904216,SO(8) and G_2 X G_2 N=1 Supergravities in D=6
9903244,Notes on black holes and three dimensional gravity
9904028,The Generating Formula for The Solutions to The Associativity Equations
9903224,The D1/D5 System And Singular CFT
9903201,Rotating NS5-brane solution and its exact string theoretical description
9904023,Quantum Mechanics on Moduli Spaces
9903247,Fermion Determinant Calculus
9904176,Perturbations in k-inflation
9904149,Wilson Loop Correlator in the AdS/CFT Correspondence
9903268,Superstrings; Unifications and dualities
9903234,SO(2;1) Covariant IIB Superalgebra
9904048,d dimensional SO(d)-Higgs Models with Instanton and Sphaleron: d=2;3
9904029,Boost-Invariant Running Couplings in Effective Hamiltonians
9904153,Brane Descent Relations in K-theory
9904113,Candidates for anti-de Sitter Horizons
9904150,Sigma Models for Bundles on Calabi-Yau: A Proposal for Matrix String
9903238,Surface Terms as Counterterms in the AdS/CFT Correspondence
9904034,Some Speculations on the Gauge Coupling in the AdS/CFT Approach
9903193,The Hamilton-Jacobi Equations for Strings and p-Branes
9903231,D=5 Simple Supergravity on AdS_2 \times S^3
9904075,k-Inflation
9903245,Composite Vector and Tensor Gauge Fields; and Volume-Preserving
9905039,Casimir Energy of Massless Fermions in the Slab-bag
9905098,Sigma-model anomalies in compact type IIB orientifolds and
9905168,Discrete analogs of the Darboux-Egoroff metrics
9905041,Fermion dominated composite superstring model and unified description of
9905045,On Conformally Compactified Phase Space
9905150,Highest weight representations of the N=1 Ramond algebra
9905129,Gluon - W-meson scattering via different renormalization schemes
9905020,Bonus Symmetry and the Operator Product Expansion of N=4
9905086,Renormalization group improvement of the effective potential in massive
9905029,M-Theory and Two-Dimensional Effective Dynamics
9905044,Fate of unoriented bosonic string after tachyon condensation
9905124,Complex Geometry and Dirac Equation
9905026,The Faddeev-Jackiw Approach and the Conformal Affine sl(2) Toda Model
9906116,Duality in Liouville Theory as a Reduced Symmetry
9905082,Some Comments on the Spin of the Chern - Simons Vortices
9905023,Non Abelian Dual Maps in Path Space
9905012,Non-conventional cosmology from a brane-universe
9906115,Renormalization of gauge theories and master equation
9905076,Action principles; restoration of BRS symmetry and the renormalization
9905194,Computation of the Central Charge for the Leading Order of the N=2
9905067,On QCD_2 from supergravity and mass gaps in QCD
9905224,Whitham Deformations and Tau Functions in N = 2 Supersymmetric Gauge
9905190,On the Quantization of the Gravitational Field
9905226,Spectrum of Type IIB Supergravity on AdS_5 x T^{11}: Predictions on N =
9905160,An Operator Approach To String Equations
9905149,Supersymmetry of parafermions
9905202,The general crossing relation for boundary reflection matrix
9906124,Non-Chern-Simons Topological Mass Generation in (2+1) Dimensions
9905152,Gauge independent effective gauge fields
9905223,Magnetic Monopoles Near the Black Hole Threshold
9905177,A Covariant Entropy Conjecture
9905087,High energy scattering amplitudes in matrix string theory
9905022,Prescriptionless light-cone integrals
9905025,Dynamics and integrability property of the chiral string model
9905195,Ramond-Ramond Couplings on Brane-Antibrane Systems
9905193,Open group transformations
9905111,Large N Field Theories; String Theory and Gravity
9906113,Lam'e Instantons
9905102,Graded KMS Functionals and the Breakdown of Supersymmetry
9905038,Symmetry breaking boundary conditions and WZW orbifolds
9905078,D-branes on T^4/Z_2 and T-Duality
9905096,Domain-wall Supergravities from Sphere Reduction
9905143,The generating solution of regular N=8 BPS black holes
9905115,N=1 Supersymmetric Vacua in Heterotic M-Theory
9905161,Timelike Hopf Duality and Type IIA^* String Solutions
9905105,Yangian symmetry in the Non Linear Schrodinger hierarchy
9905158,Energy Levels of Interacting Fields in a Box
9905093,On the Groundstate of Yang-Mills Quantum Mechanics
9905148,The D4-D8 Brane System and Five Dimensional Fixed Points
9905056,(F; D5) Bound State; SL(2; Z) Invariance and The Descendant States in
9906121,Semi-Invariant Terms for Gauged Non-Linear Sigma-Models
9905109,Zero Color Magnetization in QCD Matter
9906127,The Gravitational Action in Asymptotically AdS and Flat Spacetimes
9905174,Absorption of dilaton partial waves by D3-branes
9905199,Generalized simplicial chiral models
9905043,One-Loop Tachyon Amplitude in Unoriented Open-Closed String Field Theory
9905091,Three-graviton scattering and recoil effects in M-atrix theory
9905228,Boundary Dynamics of Higher Dimensional AdS Spacetime
9905117,Batalin-Vilkovisky gauge-fixing of a chiral two-form in six dimensions
9905225,Invariant Regularization of Supersymmetric Chiral Gauge Theory
9906118,A Simple Particle Action from a Twistor Parametrization of AdS_5
9905101,Inequivalent Quantizations of Gauge Theories
9905074,The Vortex Solution in the (2+1)-Dimensional Yang-Mills-Chern-Simons
9905088,Renormalization-group Method for Reduction of Evolution Equations;
9905138,Nahm dualities on the torus - a synthesis
9905089,Thermodynamics of Schwarzschild-(Anti-)de Sitter Black Holes with
9905065,Physical Variables for the Chern-Simons-Maxwell Theory without Matter
9906119,Low Energy Dynamics for 1/4 BPS Dyons
9905153,Kaluza-Klein dipoles; brane/anti-brane pairs and instabilities
9905185,A Speculative Approach to Quantum Gravity
9905068,U-Duality in Supersymmetric Born-Infeld Theory
9905219,On the Role of Chaos in the AdS/CFT Connection
9905173,Heterotic/type I duality; D-instantons and an N=2 AdS/CFT correspondence
9905036,T-Duality Can Fail
9905058,The Topological Structure of Nieh-Yan Form and Chiral Anomaly in Spaces
9905046,Counterterms for the Dirichlet Prescription of the AdS/CFT
9905121,Gaugino Condensation in N=1 Supergravity Models with Multiple
9905157,Ramond-Ramond couplings of non-BPS D-branes
9905027,Extension of worldline computational algorithms for QCD to open
9905097,The AdS/CFT correspondence and Spectrum Generating Algebras
9905200,Curvature Dependence of Running Gauge Coupling and Confinement in
9905183,Three Graviton Scattering in M-Theory
9905136,Quantum Topology Change in (2 + 1)d
9905132,Gauge Coupling Instability and Dynamical Mass Generation in N=1
9905123,Towards an octonionic world
9905214,Integrable Marginal Points in the N-Cosine Model
9905114,A Generalized Shannon Sampling Theorem; Fields at the Planck Scale as
9905107,Microscopic and Bulk Spectra of Dirac Operators from Finite-Volume
9905221,Fermion-boson duality in integrable quantum field theory
9905212,A Monograph on the Classification of the Discrete Subgroups of SU(4)
9906122,Noncommutative Geometry; Strings and Duality
9905142,Quantum Field Theories with Symmetries in the Wilsonian Exact
9905092,Heterotic Matrix String Theory and Riemann Surfaces
9905108,Partial spontaneous breakdown of 3-dimensional N=2 supersymmetry
9905213,Relativistic Gamow Vectors II
9905122,Gaugino Masses in Modular Invariant Supergravity
9905047,Fermion masses in noncommutative geometry
9905052,Non Supersymmetric Vacua and the D-flatness Condition
9905192,Direct Algebraic Restoration of Slavnov-Taylor Identities in the Abelian
9905196,A Bogomol`nyi equation for intersecting domain walls
9905119,Reduction of relativistic three-body kinematics
9905064,U(1) Charges and Moduli in the D1-D5 System
9906130,The Potts-q random matrix model : loop equations; critical exponents;
9905003,Extended BRST invariance in topological Yang Mills theory revisited
9905002,Unitary Representations of Some Infinite Dimensional Lie Algebras
9906125,Instanton contributions to Wilson loops with general winding number in
9905140,Calculating the infrared central charges for perturbed minimal models:
9905171,Energy Levels of Classical Interacting Fields in a Finite Domain in 1+1
9905103,Non-local conservation laws and flow equations for supersymmetric
9905113,Soliton vacuum energies and the CP(1) model
9905075,Consistent nonlinear KK reduction of 11d supergravity on $AdS_7\times
9905059,String junctions on backgrounds with a positively charged orientifold
9905011,Generalised Calogero-Moser models and universal Lax pair operators
9905004,Multi-Strings on AdS_3 x S^3 from Matrix String Theory
9905100,Matter Representations and Gauge Symmetry Breaking via Compactified
9905204,Dependence of the vacuum energy on spherically symmetric background
9905205,Thermodynamics of Large-N Super Yang-Mills Theory and AdS/CFT
9906114,Airy functions in the thermodynamic Bethe ansatz
9905197,Bosonization of quantum sine-Gordon field with a boundary
9905206,Optimization of Renormalization Group Flow
9905034,On the Algebraic K-theory of The Massive D8 and M9 Branes
9905208,Dual Confinement of Grand Unified Monopoles?
9905069,A note on Seiberg-Witten central charge
9905040,Discontinuities on strings
9905106,A hierarchy of sum-rules in out of equilibrium QFT
9905133,Hidden symmetries in quantum field theories from extended complex
9905163,Weyl anomaly for Wilson surfaces
9905035,Non-Equilibrium Quantum Field Theory and Entangled Commutation Relations
9905007,Dilaton driven Hawking radiation in AdS$_2$ black hole
9905090,Out of Equilibrium Quantum Field Theory --- Perturbation Theory and
9905164,Realizations of pseudo bosonic theories with non-diagonal automorphisms
9905060,Quantum Gravitodynamics
9905016,Weyl-Dirac zero-mode for calorons
9905051,Making Sense of Singular Gauge Transformations in 1+1 and 2+1 Fermion
9905066,Monopoles from Rational Maps
9905110,Propagating Torsion in 3D-Gravity and Dynamical Mass Generation
9905050,Explicit Modular Invariant Two-Loop Superstring Amplitude Relevant for
9905118,Worldvolume Dynamics of D-branes in a D-brane Background
9905207,QCD Pressure and the Trace Anomaly
9905151,Jacobi Elliptic Solutions of $\lambda\phi^4$ Theory in a Finite Domain
9905048,Massive symmetric tensor field on AdS
9905081,Exotic Scalar States in the AdS/CFT Correspondence
9905220,Black hole entropy from Poisson brackets (demystification of some
9905198,Zerobrane Matrix Mechanics; Monopoles and Membrane Approach in QCD
9905147,Towards a string representation of infrared SU(2) Yang-Mills theory
9905018,Gerbes and Massive Type II Configurations
9905165,Domain walls in supersymmetric QCD: from weak to strong coupling
9905071,11-dimensional curved backgrounds for supermembrane in superspace
9905120,A Condensation of Interacting Bosons in Two Dimensional Space
9905222,N=2 Supersymmetric Model with Dirac-Kahler Fermions from Generalized
9905085,Nilpotent invariants in N=4 SYM
9905001,Massive torsion modes from Adler-Bell-Jackiw and scaling anomalies
9905126,Dual WDVV Equations in N=2 Supersymmetric Yang-Mills Theory
9905209,Summing the Instanton Series in N=2 Superconformal Large-N QCD
9905062,Holomorphic effective potential in general chiral superfield model
9905134,Osp(N|4) supermultiplets as conformal superfields on \partial AdS_4 and
9905014,((F; D1); D3) Bound State and Its T-dual Daughters
9905053,The uses of Whitham hierarchies
9905178,The second law of thermodynamics; TCP; and Einstein causality in anti-de
9905061,Exact calculation of the radiatively-induced Lorentz and CPT violation
9905201,Gauge invariance of the one-loop effective action of the Higgs field in
9905006,Stable non-BPS states in string theory: a pedagogical review
9905184,Topological solitons in a vacuumless system
9905030,A note on supersymmetric Yang-Mills thermodynamics
9905112,Supertwistors as Quarks of SU(2;2|4)
9905186,On the construction of local fields in the bulk of AdS_5 and other
9905080,Tachyon Condensation in Rotated Brane Configurations
9905083,General quantum antibrackets
9905215,Effective Theory of QCD
9905031,D-Branes in the Green-Schwarz Formalism
9905019,Towards a manifestly SL(2;Z)-covariant action for the type IIB (p;q)
9905024,D-branes on Asymmetric Orbifolds
9905042,Conformality and Gauge Coupling Unification
9905189,Quantum Caustics for Systems with Quadratic Lagrangians in
9905139,Supersymmetry Breakdown at Distant Branes: The Super-Higgs Mechanism
9905033,Non-perturbative K3 Orientifolds with NS-NS B-flux
9905094,Fully Localized Brane Intersections - The Plot Thickens
9906117,Analytical approach to the transition to thermal hopping in the thin-
9905176,Gravitational Axial Anomaly for Four Dimensional Conformal Field
9905154,Two loop and all loop finite 4-metrics
9905170,String dynamics near a Kaluza-Klein black hole
9905005,Quantum irreversibility in arbitrary dimension
9905180,Branes; Waves and AdS Orbifolds
9905131,Classical mechanics of relativistic isospin particle
9905055,D0-branes in an H-field Background and Noncommutative Geometry
9906112,Point Mass Geometries; Spectral Flow and AdS_3-CFT_2 Correspondence
9905231,On the Geometric Properties of AdS Instantons
9905145,Extended supersymmetry in D=1+1
9905188,Instanton effects and chiral symmetry breaking in QCD2
9905230,Brane Configurations for Three-dimensional Nonabelian Orbifolds
9905156,Supersymmetry and generalized calibrations
9905010,On the Yang-Mills Functional over Open Four-Manifolds
9905162,Born-Infeld Dynamics in Uniform Electric Field
9905141,Properties of Semi-Chiral Superfields
9905203,On the Question of Degeneracy of Topological Solitons in a Gauged O(3)
9906126,Remarks on M Theoretic Cosmology
9905063,Determinant Formula for the Topological N=2 Superconformal Algebra
9905054,Conformal field theory of the integer quantum Hall plateau transition
9905032,Two-dimensional Conformal Field Theories on AdS_{2d+1} Backgrounds
9905159,Anomaly Cancellations in the Type I D9-anti-D9 System and the USp(32)
9905175,Nonsingular Dilaton Cosmology in the String Frame
9905013,Pair Production in a Time Dependent Magnetic Field
9905127,Abelian Dominance in Wilson Loops
9905135,Supersymmetry and Singular Potentials
9905008,On induced CPT-odd Chern-Simons terms in 3+1 effective action
9905182,Why General Theory of Relativity Allows the Existence of Only Extremal
9906129,Non-Abelian Stokes Theorem and Quark Confinement in SU(3) Yang-Mills
9905057,Chern-Simons Gauge Theory: Ten Years After
9905216,On the N=2 Superstring BRST Operator
9905155,Supergravity Solutions for BI Dyons
9905073,Brane Surgery with Thom Classes
9906128,Behavior of logarithmic branch cuts in the self-energy of gluons at
9905210,Bent Domain Walls as Braneworlds
9905137,Higher Loop Effects on Unification via Kaluza-Klein Thresholds
9905218,Duality Invariant Born-Infeld Theory
9905037,Holograms of Branes in the Bulk and Acceleration Terms in SYM Effective
9905172,Two-Loop Quantum Corrections of Scalar QED with Non-Minimal Chern-Simons
9905049,AdS/CFT 4-point functions: How to succeed at z-integrals without really
9905017,Nonrenormalizability of (Last Hope) D=11 Supergravity; with a Terse
9905028,Polyakov's string classical mechanics
9905179,Algebraic Holography
9905128,Post-Classicism in Tree Amplitudes
9905146,The Complete Black Brane Solutions in D-dimensional Coupled Gravity
9905166,On Topological Terms in the O(3) Nonlinear Sigma Model
9905070,Extended Supersymmetric Quantum Mechanics
9905167,A superspace formulation of Abelian antisymmetric tensor gauge theory
9905084,Potential energy of Yang-Mills vortices in three and four dimensions
9905104,AdS/CFT Correspondence and Symmetry Breaking
9905116,Universality and the magnetic catalysis of chiral symmetry breaking
9905072,Derivation of Hadron Structure Functions from Quantum ChromoDynamics
9905077,Renormalization in spherical field theory
9905217,Domain Wall Junctions are 1/4-BPS States
9905144,Current Density Distributions and a Supersymmetric Action for
9905181,Superconformal Algebras on the Boundary of AdS_3
9905229,Fractons and Fractal Statistics
9905095,Radiatively-Induced Lorentz and CPT Violating Chern-Simons Term in QED
9905079,Exact static soliton solutions of 3+1 dimensional integrable theory with
9905021,On Generations
9905130,Spinor Exchange in AdS_{d+1}
9905227,Spherically Collapsing Matter in AdS; Holography; and Shellons
9906123,Equivalence of Chern-Simons gauge theory and WZNW model using a BRST
9905211,Holography for Coset Spaces
9905015,Gluino Condensate and Magnetic Monopoles in Supersymmetric Gluodynamics
9905125,Quaternionic Groups in Physics: A Panoramic Review
9905169,Non-Bogomolny SU(N) BPS Monopoles
9905009,Instanton vibrations of the 3-Skyrmion
9905187,Non-static Dimensional Reduction of QED_3 at Finite Temperature
9905099,The Extreme Kerr Throat Geometry: A Vacuum Analog of AdS_2 x S^2
9906120,Strong Coupling Limit of Bethe Ansatz Solutions in Massive Thirring
9906066,The Character of the Exceptional Series of Representations of SU(1;1)
9906110,Vector Symmetries and Theta-Vacuum
9906203,Supergravity Solution for M5-brane Intersection
9906028,Regularization of Automorphic Functions of Manifolds with Special
9906131,A 3d topological sigma model and D-branes
9906204,Exponential and power-law hierarchies from supergravity
9906187,Integrable models and degenerate horizons in two-dimensional gravity
9906234,A Note on Orientifolds and Dualities of Type 0B String Theory
9906096,Classification of Two Dimensional N=4 Superconformal Symmetries
9906057,Beta Functions of Orbifold Theories and the Hierarchy Problem
9906004,Quantum Kaluza-Klein Compactification
9906216,Running Gauge Coupling and Quark-Antiquark Potential in Non-SUSY Gauge
9906153,Undulating Strings and Gauge Theory Waves
9906173,A Gravitational Self Energy of Matter and a Gravitational
9906003,String theory in Lorentz-invariant light cone gauge
9907020,Cohomology of Arbitrary Spin Currents in $AdS_3$
9906179,NS fivebranes in type 0 string theory
9906146,On the finiteness of a new topological model in D=3
9906230,Target-Superspace in 2d Dilatonic Supergravity
9906068,World-line Green functions with momentum and source conservations
9906217,Light-cone form of field dynamics in anti-de Sitter space-time and
9906052,String field theory Hamiltonians from Yang-Mills theories
9906087,Can DLCQ test the Maldacena Conjecture?
9906016,Spectrum of $\gamma$-Fluids: A Statistical Derivation
9906205,Bosonization at Finite Temperature and Anyon Condensation
9906005,On structure of solutions of 1-dimensional 2-body problem in
9906021,Topological symmetry breaking and confinement of anyons
9906192,Constrained Quantization of Open String in Background B Field and
9906019,BFT Embedding of Second-Class Systems
9906054,One-loop Conformal Anomalies From AdS/CFT in the Schrodinger
9906237,Dynamics of the DBI Spike Soliton
9907007,D-brane Spectra of Nonsupersymmetric; Asymmetric Orbifolds and
9906012,Branes at Orbifolded Conifold Singularities and Supersymmetric Gauge
9906160,Black diholes
9906101,Non-Supersymmetric Gauge Theories from D-Branes in Type 0 String Theory
9906189,A non-perturbative analysis of symmetry breaking in two-dimensional
9906222,A Remark on Brane Stabilization in Brane World
9906081,Non-Supersymmetric Large N Gauge Theories from Type 0 Brane
9906247,Supergravity Solution for Three-String Junction in M-Theory
9906156,Reparametrization Invariance of Path Integrals
9906184,Canonical structure and boundary conditions in Yang-Mills theory
9906022,Holography in General Space-times
9906034,Dynamical symmetry breaking in the gauged Nambu-Jona-Lasinio model
9907013,On counting special Lagrangian homology 3-spheres
9906197,Gauged Nonlinear Sigma Model and Boundary Diffeomorphism Algebra
9906067,Magnetic fields and factored two-spheres
9906105,Mass Spectrum of D=11 Supergravity on AdS2 x S2 x T7
9906242,Fractional Branes and Boundary States in Orbifold Theories
9906036,Sigma models as perturbed conformal field theories
9906099,On direct and crossed channel asymptotics of four-point functions in
9906185,A new approach to the correlation functions of W-algebras
9906233,On the Integrability of a Class of Monge-Ampere Equations
9906163,Supersymmetric gauged WZNW models as dressing cosets
9906182,Holography and Compactification
9906055,Dualities of Type 0 Strings
9906060,A Review of Symmetry Algebras of Quantum Matrix Models in the Large-N
9906042,Duality Symmetry in the Schwarz-Sen Model
9906038,A Model for High Energy Scattering in Quantum Gravity
9906227,SO(2) symmetry of a Maxwell p-form theory
9906200,D-branes on the Quintic
9906090,Branes in type 0/type II duality
9906221,Gauged Six-dimensional Supergravity from Massive Type IIA
9906047,Charged False Vacuum Bubbles and the AdS/CFT Correspondence
9906134,Screening and D-brane Dynamics in Finite Temperature Superstring Theory
9906169,New Kernels in Quantum Gravity
9907018,Minimal Supersymmetric CPN Models
9906023,A-D-E Singularity and the Seiberg-Witten Theory
9906013,Super 0-brane and GS Superstring Actions on AdS_2 \times S^2
9906240,On Double-Elliptic Integrable Systems. 1. A Duality Argument for the
9906165,Reply to the comment by D. Kreimer and E. Mielke
9906157,A Quantum Integrable System with Two Colour-Components in Two Dimensions
9906048,Thermodynamics of D-brane Probes
9906040,AdS/CFT Duals of Topological Black Holes and the Entropy of Zero-Energy
9906092,Semiclassical Approximation for Chern-Simons Theory and 3-Hyperbolic
9906072,Hamiltonian Approach to Lagrangian Gauge Symmetries
9906147,Effective field theory approach to N=4 supersymmetric Yang-Mills at
9906136,Observable Properties of q-Deformed Physical Systems
9906086,Chiral Poincare transformations and their anomalies
9906051,Simplifications of four-point functions in N=4 supersymmetric Yang-Mills
9906079,Duality-invariant Quantum Field Theories of Charges and Monopoles
9906154,Remarks on 2+1 Self-dual Chern-Simons Gravity
9906150,Large-N Yang-Mills Theory as Classical Mechanics
9906133,Father time. II. A physical basis behind Feynman's idea of antiparticles
9906077,The AdS/CFT Correspondence for the Massive Rarita-Schwinger Field
9906088,Exploring the Supersymmetric Sigma Model
9906037,The Light-Front SU(N) Yang-Mills Theory for the Weyl Gauge
9906100,Fermions on Non-Trivial Topologies
9906135,Gauged q-Fields
9906084,The mass formula for a fundamental string as a BPS solution of a
9906241,The vacuum backreaction on a pair creating source
9906167,Higher-spin current multiplets in operator-product expansions
9906228,Casimir Energies for Spherically Symmetric Cavities
9906029,SUSY gauge theories and Whitham integrable systems from compactification
9907017,Stringy Probe Particle and Force Balance
9906151,Dilaton - fixed scalar correlators and AdS_5 x S^5 - SYM correspondence
9906161,Dirac Quantization of Open Strings and Noncommutativity in Branes
9906188,On the logarithmic behaviour in N=4 SYM theory
9907022,Supersymmetric Baryonic Branes
9906186,Geometric quantisation of the global Liouville mechanics
9906239,One-loop corrections to the D3 brane action
9906164,Gravitating dyons and dyonic black holes in Einstein-Born-Infeld-Higgs
9906236,Chiral Symmetry restoration in the massive Thirring model at finite T
9906229,On the concept of determinant for the differential operators of Quantum
9906093,The Dirac quantisation condition for fluxes on four-manifolds
9906213,Sphaleron of a 4 dimensional SO(4) Higgs model
9906014,On the Pairing Structure of the Vacuum induced by a Magnetic Field in
9906171,Derivative expansion of quadratic operators in a general 't Hooft gauge
9906218,Non-Singular String-Cosmologies From Exact Conformal Field Theories
9906159,Integrable Models and the Toda Lattice Hierarchy
9906061,Monopole Condensation and Antisymmetric Tensor Fields: Compact QED and
9906209,Zero Locus Reduction of the BRST Differential
9906039,Gauge couplings in four-dimensional Type I string orbifolds
9906109,`Blowing up' D-branes on Non-supersymmetric Cycles
9906108,An introduction to perturbative and non-perturbative string theory
9906145,A Down to Earth Attempt at Determining the Low Energy Effective Action
9906103,Electric-Magnetic Duality Invariant Lagrangians
9906083,Additional Equations Derived from the Ryder Postulates in the
9906139,A note on decoupling conditions for generic level $\hat{sl}(3)_k$ and
9907016,Ultra-violet Behavior of Bosonic Quantum Membranes
9906001,An Infinite Set of Tree Amplitudes in Higgs-Yang-Mills
9906058,On Spherically Symmetric Breathers in Scalar Theories
9906056,Supergravity spectrum on AdS_2 x S^2
9906178,Two Outcomes for Two Old (Super-)Problems
9906102,Mass spectrum of N=8 supergravity on AdS_2 \times S^2
9906180,Wilson Loops in Two-Dimensional Yang-Mills Theories
9906224,A note on correlation functions in AdS_5/SYM_4 correspondence on the
9906097,Field Theories of Topological Random Walks
9906158,Regularisation of Chiral Gauge Theories
9906041,Superstring 'ending' on super-D9-brane: a supersymmetric action
9906152,Effective Supergravity from Heterotic M-Theory and its Phenomenological
9906238,Ultraviolet Limit of Open String Theory
9906030,A non-renormalization theorem for conformal anomalies
9907014,Dyonic Instantons in Five Dimensional Gauge Theories
9907004,Crucial Dependence of ``Precarious'' and ``Autonomous'' phi^4s Upon the
9906223,Strings; Branes and Two-Time Physics
9906078,Two Dimensional Anti-de Sitter Space and Discrete Light Cone
9906050,Exotic solutions in string theory
9906220,Tachyon Stabilization in the AdS/CFT Correspondence
9906191,A Note on Classical String Dynamics on AdS_3
9906006,M-theory resolution of four-dimensional cosmological singularities via
9906206,Supergravity; D-brane Probes and thermal super Yang-Mills: a comparison
9906193,Instanton Recursion Relations for the Effective Prepotential in N=2
9907010,Two-Body Mass-Shell Constraints in a Constant Magnetic Field (Neutral
9906172,Fractional spin and the Pauli term
9906018,Duality and Instantons in String Theory
9906170,Radiative Corrections to the Aharonov-Bohm Scattering
9906196,Absorption of dilaton s-wave in type 0B string theory
9906008,Multiinstantons in curvilinear coordinates
9906168,Exact Embedding of N=1; D=7 Gauged Supergravity in D=11
9906214,(F;Dp) bound states from the boundary state
9906049,Exact Results in Gauge Theories: Putting Supersymmetry to Work. The 1999
9906020,Mirror symmetry for N=1 QED in three dimensions
9907001,Hawking Radiation as Tunneling
9906075,Born-Infeld Action in String Theory
9906045,Gelfand-Fuchs cohomology and M-Theory as a Topological Quantum Field
9906064,An Alternative to Compactification
9906063,Vibrational spectrum of the B=7 Skyrme soliton
9906226,Holographic Particle Detection
9906069,Soliton S matrices for the critical A_{N-1}^(1) chain
9906043,Spacetime Foam and the Casimir Energy
9906198,Magnetic Confinement in QCD
9907012,Entropy Bounds and String Cosmology
9906091,BKT phase transitions in two-dimensional systems with internal
9906009,Hawking Radiation in String Theory and the String Phase of Black Holes
9906095,Modifications of the area law and N=2 supersymmetric black holes
9907005,On The Equivalence Of Four Dimensional And Two dimensional Field
9906032,The Abelian Higgs Model as an Ensemble of Vortex Loops
9906202,A New Formulation of a 1+1 Dimensional Field Theory Constrained to a Box
9906137,A note on the thermodynamics of `little string' theory
9907019,Solutions with intersecting p-branes related to Toda chains
9906094,Macroscopic entropy formulae and non-holomorphic corrections for
9906148,Supergravity and Supersymmetry Breaking in Four and Five Dimensions
9906132,State Vector Reduction as a Shadow of a Noncommutative Dynamics
9906010,Expectation values of local fields for a two-parameter family of
9906046,Local Mirror Symmetry at Higher Genus
9906082,N=1 Super-Yang-Mills on the Lattice: Weak and Strong Coupling Limits
9906053,The light spectrum near the Argyres-Douglas point
9906248,On the Quantization of Nambu Brackets
9906211,Structure of the Electric Flux in N=4 Supersymmetric Yang-Mills Theory
9907011,Towards SO(2;10)-Invariant M-Theory: Multilagrangian Fields
9906199,On the Ultraviolet Divergence in QED
9906080,New solutions to an old equation
9906245,Some Generalized BRS Transformations.I The Pure Yang-Mills Case
9906011,An Elliptic Superpotential for Softly Broken N=4 Supersymmetric
9906215,Operator product expansion and factorization in the $H_3^+$-WZNW model
9906166,Convergence of derivative expansions of the renormalization group
9906225,Braided Quantum Field Theory
9906210,Baryon Configurations in the UV and IR Regions of Type 0 String Theory
9906007,Thermodynamical Bethe Ansatz analysis in an SU(2)xU(1) symmetric
9907002,Membrane Horizons: The Black Hole's New Clothes
9907015,The Intermediate Coupling Regime in the AdS/CFT Correspondence
9906246,Remarks on the Racetrack Scheme
9906140,Construction of the effective Poincare algebra
9906026,Contour gauges; canonical formalism and flux algebras
9906183,On gauge fixing in the Lagrangian formalism of superfield BRST
9906149,Currents of Arbitrary Spin in $AdS_3$
9906015,Two- and Three-particle States in a Nonrelativistic Four-fermion Model
9906190,M5-branes; Special Lagrangian Submanifolds and sigma-models
9906219,On the relation between Stokes multipliers and the T-Q systems of
9906212,Avoiding the theorem of Lerche and Shore
9906065,Matrix Representation of Octonions and Generalizations
9906235,Duality in Integrable Systems and Gauge Theories
9906111,On the trees of quantum fields
9906195,BRST Quantization of a Particle in AdS_5
9906104,Chern-Simons Solitons in Quantum Potential
9906143,Abelian Duality
9906074,Entropy from the foam
9906177,Dilatonic Probe; Force Balance and Gyromagnetic Ratio
9907003,Holography and Rotating AdS Black Holes
9906181,Boundary conditions in the Unruh problem
9906176,Conformally Invariant Sigma Models on Anti de Sitter Spaces;
9906089,Massive Vector Mesons and Gauge Theory
9906144,Heat kernel asymptotics with mixed boundary conditions
9906207,Picard-Fuchs Equations and Whitham Hierarchy in N=2 Supersymmetric
9906194,Continuous distributions of D3-branes and gauged supergravity
9906231,Two Loop Locally Anisotropic Corrections for Nonlinear Sigma Model
9906106,On Hidden Symmetries in d=11 Supergravity and Beyond
9906155,Regular and Irregular Boundary Conditions in the AdS/CFT Correspondence
9906162,Membranes on Fivebranes
9906059,The Semispin Groups in String Theory
9906033,Euler-Calogero-Moser system from SU(2) Yang-Mills theory
9906025,New dual relations between quantum field theory and string regimes in
9906107,Fermionic Path Integrals and Two-Dimensional Ising Model with Quenched
9906142,Superbranes and Superembeddings
9906085,Renormalization Group Flow and Thermodynamics of Conformal Field
9906062,Gluon-Meson Duality
9906232,Probing partially localized supergravity background of fundamental
9906243,Vortices on the Higgs Branch of the Seiberg-Witten Theory
9906070,CFT's From Calabi-Yau Four-folds
9906244,Monopoles; Dyons and Theta Term in Dirac-Born-Infeld Theory
9906141,One-loop effective potential of N=1 supersymmetric theory and decoupling
9906138,Plateaux Transitions from S-matrices based on SL(2;Z) Invariant Field
